code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,for_primary_codes,for_primary_names,for_all_codes,for_all_names,fellowship_holders,fellowship_holders_orcids,lead_ci_orcid,lead_ci_citations_openalex_through_award_year,lead_ci_openalex_author_id,lead_ci_citation_source
DE190101137,Discovery Early Career Researcher Award,2019,Closed,345000,363290.0,The University of Sydney,0206,Quantum Physics,0206; 020603,"Quantum Physics; Quantum Information, Computation and Communication",Dr Robert Wolf,0000-0003-0748-7387,0000-0003-0748-7387,8540,https://openalex.org/A5080752163,openalex_counts_by_year
DE190101140,Discovery Early Career Researcher Award,2019,Active,383157,403208.0,Australian Catholic University,1605,Policy and Administration,1605; 160506; 160809,Policy and Administration; Education Policy; Sociology of Education,A/Prof Jessica Holloway,0000-0001-9267-3197,0000-0001-9267-3197,1394,https://openalex.org/A5016186393,openalex_counts_by_year
DE190101141,Discovery Early Career Researcher Award,2019,Active,340383,358207.0,Australian Catholic University,1605,Policy and Administration,1605; 160506; 160809,Policy and Administration; Education Policy; Sociology of Education,A/Prof Steven Lewis,0000-0002-8796-3939,0000-0002-8796-3939,1183,https://openalex.org/A5044719058,openalex_counts_by_year
DE190101151,Discovery Early Career Researcher Award,2019,Closed,398000,419043.0,RMIT University,0806,Information Systems,0806; 080602; 120304,Information Systems; Computer-Human Interaction; Digital and Interaction Design,Dr Rohit Ashok Khot,,,,,
DE190101152,Discovery Early Career Researcher Award,2019,Active,404000,420902.0,The University of Queensland,0912,Materials Engineering,0912; 091207; 100605; 100712,Materials Engineering; Metals and Alloy Materials; Performance Evaluation; Testing and Simulation of Reliability; Nanoscale Characterisation,Dr Mingyuan Lu,,,,,
DE190101167,Discovery Early Career Researcher Award,2019,Active,410000,460822.0,The University of Melbourne,1402,Applied Economics,1402; 140205; 140209,Applied Economics; Environment and Resource Economics; Industry Economics and Industrial Organisation,Dr Leslie Martin,0000-0002-0955-6836,0000-0002-0955-6836,1076,https://openalex.org/A5102729000,openalex_counts_by_year
DE190101174,Discovery Early Career Researcher Award,2019,Closed,395000,0.0,The University of Queensland,0206,Quantum Physics,0206; 020603; 090609; 100706,"Quantum Physics; Quantum Information, Computation and Communication; Signal Processing; Nanofabrication, Growth and Self Assembly",Dr Daniel Szombati,0000-0002-9969-4633,0000-0002-9969-4633,571,https://openalex.org/A5063801399,openalex_counts_by_year
DE190101176,Discovery Early Career Researcher Award,2019,Closed,407000,167226.0,University of Southern Queensland,0912,Materials Engineering,0912; 091202; 091205; 091209,Materials Engineering; Composite and Hybrid Materials; Functional Materials; Polymers and Plastics,Prof Bin Yu,0000-0002-3025-7734,0000-0002-3025-7734,11277,https://openalex.org/A5058825945,openalex_counts_by_year
DE190101178,Discovery Early Career Researcher Award,2019,Active,398700,419634.0,RMIT University,2002,Cultural Studies,2002; 200203; 200205,"Cultural Studies; Consumption and Everyday Life; Culture, Gender, Sexuality",Dr Rebecca Olive,0000-0003-2980-3969,0000-0003-2980-3969,720,https://openalex.org/A5004345435,openalex_counts_by_year
DE190101182,Discovery Early Career Researcher Award,2019,Closed,390000,410675.0,The University of Queensland,0909,Geomatic Engineering,0909; 090905,Geomatic Engineering; Photogrammetry and Remote Sensing,Dr William Woodgate,0000-0002-5298-4828,0000-0002-5298-4828,1171,https://openalex.org/A5060974160,openalex_counts_by_year
DE190101190,Discovery Early Career Researcher Award,2019,Closed,350574,0.0,The University of Queensland,2204,Religion and Religious Studies,220401; 220402; 220404; 2204,Christian Studies (Incl. Biblical Studies and Church History); Comparative Religious Studies; Jewish Studies; Religion and Religious Studies,Dr Joseph Sanzo,0000-0002-0289-1340,0000-0002-0289-1340,142,https://openalex.org/A5040513508,openalex_counts_by_year
DE190101209,Discovery Early Career Researcher Award,2019,Closed,390000,410675.0,The University of Melbourne,1109,Neurosciences,060102; 1109; 110901,Bioinformatics; Neurosciences; Autonomic Nervous System,Dr Marlene Hao,0000-0002-9701-8252,0000-0002-9701-8252,1302,https://openalex.org/A5062214651,openalex_counts_by_year
DE190101210,Discovery Early Career Researcher Award,2019,Active,376000,395999.0,Monash University,1699,Other Studies In Human Society,160104; 160606; 1699; 169903,Social and Cultural Anthropology; Government and Politics of Asia and the Pacific; Other Studies In Human Society; Studies of Asian Society,Dr Kevin Carrico,,,,,
DE190101222,Discovery Early Career Researcher Award,2019,Active,348070,370818.0,The University of Melbourne,0101,Pure Mathematics,0101; 010101; 010102,Pure Mathematics; Algebra and Number Theory; Algebraic and Differential Geometry,Dr Gufang Zhao,0000-0001-7361-2882,0000-0001-7361-2882,290,https://openalex.org/A5022149870,openalex_counts_by_year
DE190101225,Discovery Early Career Researcher Award,2019,Active,370278,390317.0,The University of Melbourne,1601,Anthropology,1601; 160101; 160104,Anthropology; Anthropology of Development; Social and Cultural Anthropology,Dr Amanda Gilbertson,0000-0003-4679-3416,0000-0003-4679-3416,170,https://openalex.org/A5027786042,openalex_counts_by_year
DE190101231,Discovery Early Career Researcher Award,2019,Active,390000,438760.0,The University of Melbourne,0101,Pure Mathematics,0101; 010101; 010105; 010502,Pure Mathematics; Algebra and Number Theory; Group Theory and Generalisations; Integrable Systems (Classical and Quantum),Dr Yaping Yang,,,,,
DE190101241,Discovery Early Career Researcher Award,2019,Closed,350000,0.0,The University of Sydney,0101,Pure Mathematics,0101; 010102; 010110,Pure Mathematics; Algebraic and Differential Geometry; Partial Differential Equations,Dr Guangbo Xu,0000-0002-1053-1126,0000-0002-1053-1126,88,https://openalex.org/A5048986405,openalex_counts_by_year
DE190101244,Discovery Early Career Researcher Award,2019,Closed,342411,360563.0,The University of Melbourne,1701,Psychology,060602; 110903; 1701; 170101,"Animal Physiology - Cell; Central Nervous System; Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",Dr Robyn Brown,,,,,
DE190101249,Discovery Early Career Researcher Award,2019,Closed,401000,401168.0,Monash University,0905,Civil Engineering,0905; 090503; 090506,Civil Engineering; Construction Materials; Structural Engineering,Dr Qianhui Zhang,0000-0002-4898-1579,0000-0002-4898-1579,0,,openalex_counts_by_year
DE190101252,Discovery Early Career Researcher Award,2019,Active,401000,450866.0,The University of Queensland,1606,Political Science,1606; 160606; 160607,Political Science; Government and Politics of Asia and the Pacific; International Relations,Dr Sarah Teitt,0000-0001-8348-831X,0000-0001-8348-831X,232,https://openalex.org/A5083767471,openalex_counts_by_year
DE190101253,Discovery Early Career Researcher Award,2019,Closed,396000,417069.0,The University of Queensland,0913,Mechanical Engineering,090607; 0913; 091307; 091504,Power and Energy Systems Engineering (Excl. Renewable Power); Mechanical Engineering; Numerical Modelling and Mechanical Characterisation; Fluidisation and Fluid Mechanics,Dr Yuanshen Lu,,,,,
DE190101268,Discovery Early Career Researcher Award,2019,Active,352000,370942.0,Murdoch University,1604,Human Geography,1604; 160499; 160607,Human Geography; Human Geography Not Elsewhere Classified; International Relations,Dr Tobias Ide,,,,,
DE190101276,Discovery Early Career Researcher Award,2019,Closed,326150,343392.0,Monash University,1602,Criminology,111712; 1602; 160201; 160801,"Health Promotion; Criminology; Causes and Prevention of Crime; Applied Sociology, Program Evaluation and Social Impact Assessment",A/Prof Lyndal Bugeja,0000-0003-0547-710X,0000-0003-0547-710X,2403,https://openalex.org/A5014338215,openalex_counts_by_year
DE190101296,Discovery Early Career Researcher Award,2019,Closed,386552,407071.0,The University of Western Australia,0911,Maritime Engineering,0911; 091103,Maritime Engineering; Ocean Engineering,A/Prof Wenhua Zhao,0000-0002-8061-2001,0000-0002-8061-2001,1563,https://openalex.org/A5060637352,openalex_counts_by_year
DE190101307,Discovery Early Career Researcher Award,2019,Closed,421824,444186.0,Curtin University,0403,Geology,0403; 040303,Geology; Geochronology,Dr Denis Fougerouse,,,,,
DE190101315,Discovery Early Career Researcher Award,2019,Closed,401886,283557.0,University of Technology Sydney,0801,Artificial Intelligence and Image Processing,0801; 080104; 080109; 170203,Artificial Intelligence and Image Processing; Computer Vision; Pattern Recognition and Data Mining; Knowledge Representation and MacHine Learning,Dr Yunchao Wei,,,,,
DE190101326,Discovery Early Career Researcher Award,2019,Active,391546,412587.0,The University of Melbourne,0104,Statistics,0104; 010402,Statistics; Biostatistics,A/Prof Margarita Moreno-Betancur,0000-0002-8818-3125,0000-0002-8818-3125,2100,https://openalex.org/A5082827873,openalex_counts_by_year
DE190101338,Discovery Early Career Researcher Award,2019,Closed,373711,212042.0,Macquarie University,0608,Zoology,060201; 060309; 0608; 060807,Behavioural Ecology; Phylogeny and Comparative Analysis; Zoology; Animal Structure and Function,Dr Jonas Wolff,0000-0003-2326-0326,0000-0003-2326-0326,1438,https://openalex.org/A5064872101,openalex_counts_by_year
DE190101351,Discovery Early Career Researcher Award,2019,Closed,406000,343979.0,The University of Queensland,0912,Materials Engineering,0912; 091205; 100708,Materials Engineering; Functional Materials; Nanomaterials,Dr Yang Bai,,,,,
DE190101364,Discovery Early Career Researcher Award,2019,Closed,422460,444856.0,The University of Sydney,0702,Animal Production,0702; 070202; 070204,Animal Production; Animal Growth and Development; Animal Nutrition,A/Prof Sonia Liu,0000-0003-4519-4905,0000-0003-4519-4905,1887,https://openalex.org/A5000523980,openalex_counts_by_year
DE190101382,Discovery Early Career Researcher Award,2019,Active,325000,360905.0,The Australian National University,1117,Public Health and Health Services,1117; 111708; 111714; 160807,Public Health and Health Services; Health and Community Services; Mental Health; Sociological Methodology and Research Methods,Dr Louise Farrer,0000-0001-5694-4631,0000-0001-5694-4631,6033,https://openalex.org/A5081548556,openalex_counts_by_year
DE190101389,Discovery Early Career Researcher Award,2019,Closed,325000,88492.0,Curtin University,0909,Geomatic Engineering,040604; 0909; 090902,Natural Hazards; Geomatic Engineering; Geodesy,Dr Amy Parker,0000-0003-4342-9301,0000-0003-4342-9301,476,https://openalex.org/A5080611229,openalex_counts_by_year
DE190101391,Discovery Early Career Researcher Award,2019,Closed,397000,0.0,The University of New South Wales,1801,Law,160299; 1801; 180119,Criminology Not Elsewhere Classified; Law; Law and Society,A/Prof Amanda Porter,0000-0001-5898-7125,0000-0001-5898-7125,185,https://openalex.org/A5018385313,openalex_counts_by_year
DE190101397,Discovery Early Career Researcher Award,2019,Closed,405000,426470.0,The University of New South Wales,0206,Quantum Physics,0206; 020603; 020604; 030606,"Quantum Physics; Quantum Information, Computation and Communication; Quantum Optics; Structural Chemistry and Spectroscopy",A/Prof Jarryd Pla,0000-0002-7152-3453,0000-0002-7152-3453,2874,https://openalex.org/A5048713725,openalex_counts_by_year
DE190101410,Discovery Early Career Researcher Award,2019,Closed,393000,202158.0,The University of Queensland,1007,Nanotechnology,030604; 1007; 100708,Electrochemistry; Nanotechnology; Nanomaterials,Prof Jing Tang,0000-0002-7580-9459,0000-0002-7580-9459,20913,https://openalex.org/A5006160595,openalex_counts_by_year
DE190101412,Discovery Early Career Researcher Award,2019,Closed,338858,356499.0,University of Technology Sydney,0913,Mechanical Engineering,091104; 0913; 091301; 091307,Ship and Platform Hydrodynamics; Mechanical Engineering; Acoustics and Noise Control (Excl. Architectural Acoustics); Numerical Modelling and Mechanical Characterisation,Dr Mahmoud Karimi,0000-0002-2949-5364,0000-0002-2949-5364,809,https://openalex.org/A5045283289,openalex_counts_by_year
DE190101416,Discovery Early Career Researcher Award,2019,Closed,329538,346999.0,The University of Queensland,0102,Applied Mathematics,0102; 010202; 010206; 050209,Applied Mathematics; Biological Mathematics; Operations Research; Natural Resource Management,Dr Matthew Holden,,,,,
DE190101418,Discovery Early Career Researcher Award,2019,Closed,398000,67425.0,The University of New South Wales,0804,Data Format,0804; 080401; 100510,Data Format; Coding and Information Theory; Wireless Communications,Dr Lei Yang,,,,,
DE190101423,Discovery Early Career Researcher Award,2019,Active,370000,389333.0,The University of New England,0403,Geology,0403; 040308; 060206,Geology; Palaeontology (Incl. Palynology); Palaeoecology,Dr Nicolás Campione,0000-0002-4205-9794,0000-0002-4205-9794,2373,https://openalex.org/A5078861805,openalex_counts_by_year
DE190101436,Discovery Early Career Researcher Award,2019,Closed,403000,50282.0,The University of Sydney,1005,Communications Technologies,090609; 1005; 100510,Signal Processing; Communications Technologies; Wireless Communications,Dr YONG ZENG,0000-0002-3670-0434,0000-0002-3670-0434,23170,https://openalex.org/A5082336235,openalex_counts_by_year
DE190101450,Discovery Early Career Researcher Award,2019,Closed,392556,412223.0,Queensland University of Technology,0306,Physical Chemistry (Incl. Structural),030303; 0306; 030601,Optical Properties of Materials; Physical Chemistry (Incl. Structural); Catalysis and Mechanisms of Reactions,A/Prof Sarina Sarina,0000-0003-1559-0456,0000-0003-1559-0456,4259,https://openalex.org/A5058593113,openalex_counts_by_year
DE190101471,Discovery Early Career Researcher Award,2019,Closed,345000,173678.0,The University of Sydney,0101,Pure Mathematics,0101; 010102; 010110,Pure Mathematics; Algebraic and Differential Geometry; Partial Differential Equations,Prof Wenshuai Jiang,,,,,
DE190101473,Discovery Early Career Researcher Award,2019,Closed,387000,407516.0,The University of Sydney,0801,Artificial Intelligence and Image Processing,0801; 080104; 080109,Artificial Intelligence and Image Processing; Computer Vision; Pattern Recognition and Data Mining,A/Prof Tongliang Liu,0000-0002-9640-6472,0000-0002-9640-6472,7474,https://openalex.org/A5065250332,openalex_counts_by_year
DE190101486,Discovery Early Career Researcher Award,2019,Closed,400000,0.0,The University of Adelaide,0602,Ecology,010202; 0602; 060201; 080110,Biological Mathematics; Ecology; Behavioural Ecology; Simulation and Modelling,A/Prof James Herbert-Read,0000-0003-0243-4518,0000-0003-0243-4518,2852,https://openalex.org/A5052862660,openalex_counts_by_year
